age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
0.8883750492825465,male,public,0.2993810149797365,-0.11702271905569134,1.1095251744080892,,1.3493953949030268,,textbook,1.0179569132110844,0.08519735172813206,0.3566536327746289,0.676149224899921,c
-0.8718291299973169,other,private,-0.2890250679206891,0.113641186204576,-0.8550956679285104,,1.3493953949030268,,mixed,-0.09576758546398081,-0.8662128773607549,-0.11063236980036488,-0.22241253549990733,d
-1.458563856423938,male,public,-1.4658372337215402,-1.3164750264090814,-1.1258384695226,,-1.355074782275101,,notes,-1.1374840346557442,-1.0956987617641047,-0.9055003123248392,-1.0364037772738695,e
-1.458563856423938,male,public,1.4761931807805877,1.1746951504018057,1.0470460663479153,,1.3493953949030268,,coaching,1.0227574498433043,1.3186839803961372,0.9829132238545177,1.500711781502117,b
1.4751097757091676,male,private,1.4761931807805877,-1.6394044937734558,-1.216086070053963,,-0.453584723215725,,group study,-2.4768337550451545,-1.9371470045763868,-1.584751099573026,-1.9085372506031144,f
-0.8718291299973169,female,private,-1.4658372337215402,-0.07088993800363803,1.5191104383581229,,-0.453584723215725,,notes,0.7155231053812178,0.5919786797855298,1.445381844959667,0.7237201416269711,c
-0.8718291299973169,other,private,0.2993810149797365,-1.547138931669349,1.0748145588191034,,0.44790533584365094,,group study,-0.8398507634580976,-0.015202722698333167,-0.8476917346866955,-0.6558364434574714,e
0.8883750492825465,male,public,0.2993810149797365,-0.16315550010774485,0.5402710787487218,,0.44790533584365094,,textbook,-1.703947357257717,-0.4024601526289859,-0.8814134049756127,-0.19069859101520742,d
-1.458563856423938,other,public,-0.2890250679206891,1.2669607125059126,-0.6676583437479866,,0.44790533584365094,,mixed,0.7587279350711983,0.6254453712610184,0.6023400877367395,0.4805799005776053,c
-0.8718291299973169,male,private,-0.2890250679206891,0.7595001209333248,-1.0633593614624257,,1.3493953949030268,,textbook,-0.08616651219954045,0.31946419205655185,1.0455391829625071,0.5175795024764219,c
-0.8718291299973169,female,public,-1.4658372337215402,0.6672345588292177,-0.8550956679285104,,1.3493953949030268,,notes,0.960350473624443,0.9887980215663218,0.8624786871083853,0.3695810948811562,c
-0.8718291299973169,male,private,0.8877870978801621,-0.3476866243159587,0.7346505260470425,,1.3493953949030268,,mixed,0.7923316914967392,-0.5172030948306606,0.2314017145586514,-0.1484133317022741,d
-0.2850944035706957,other,private,0.2993810149797365,0.0675084051525227,-0.27195732603354755,,-0.453584723215725,,group study,-0.6190260783759726,-0.9140224366114528,-0.5586488464959776,-0.4919810636198555,e
-1.458563856423938,female,private,-0.2890250679206891,0.1597739672566293,0.4569656013351556,,-1.355074782275101,,group study,0.12985763625036442,0.8501502997392978,0.08206288899344742,0.16872611314472413,d
-0.8718291299973169,female,public,-1.4658372337215402,-1.178076683252921,0.31812313897921213,,1.3493953949030268,,mixed,-1.2382953039323665,-0.36899346115349724,-0.39004049505139204,-0.5554089525892553,e
0.8883750492825465,male,public,0.8877870978801621,-1.6855372748255093,1.5677053001827033,,0.44790533584365094,,textbook,-0.05256275577399956,-0.07257419379917072,-0.25515381389572384,-0.5871228970739553,e
1.4751097757091676,other,private,0.8877870978801621,-1.6394044937734558,1.0053933276411318,,-1.355074782275101,,coaching,-1.9727774086620429,-1.4590514120694087,-1.1560041487567945,-1.438113740746734,f
0.3016403228559254,female,public,1.4761931807805877,0.621101777777164,1.5885316695360945,,1.3493953949030268,,mixed,0.8691402776122614,1.2947792007707883,0.7372267688924078,1.521854411158583,b
-1.458563856423938,other,private,-0.2890250679206891,1.405359055662073,-0.18865184861998127,,-0.453584723215725,,notes,1.1043665725910463,0.9123027267652055,1.6091728149344067,1.299856799765684,b
0.8883750492825465,other,private,-1.4658372337215402,0.621101777777164,1.4913419458869337,,-0.453584723215725,,textbook,0.8931429607733619,1.3425887600214863,1.1322520494197224,0.9034324937069362,c
0.3016403228559254,other,public,1.4761931807805877,0.02137562410046898,0.7901875109894196,,-0.453584723215725,,coaching,0.8883424241411414,1.447769790373021,-0.00946735893361353,0.5281508173046553,c
1.4751097757091676,male,private,1.4761931807805877,0.29817231041279,-0.2511309566801562,,0.44790533584365094,,mixed,-0.45100729624826874,1.1274457433933458,0.819122253879778,0.2691536040129398,d
0.8883750492825465,male,public,1.4761931807805877,-0.16315550010774485,-1.4660025022946614,,1.3493953949030268,,coaching,-0.9790663257924807,-0.1634123563754966,-0.5249271762070606,-0.2488408225704905,d
-1.458563856423938,other,public,-0.2890250679206891,1.49762461776618,-1.4104655173522842,,1.3493953949030268,,mixed,0.8835418875089216,-0.13950757675014766,0.13987146663159045,0.5704360766175882,c
1.4751097757091676,male,public,1.4761931807805877,-1.178076683252921,-0.36914704968270834,,-0.453584723215725,,notes,-0.9886673990569207,-2.228785316005644,-1.584751099573026,-1.5861121483419995,f
0.8883750492825465,male,public,1.4761931807805877,0.8517656830374313,-0.9661696378132648,,-0.453584723215725,,notes,0.9843531567855436,1.5816365562749755,0.7661310577114793,0.9721460400904531,c
1.4751097757091676,other,public,-1.4658372337215402,1.0824295882976986,0.054322460502919785,,1.3493953949030268,,textbook,0.5811080796790549,0.8358074319640886,0.9540089350354463,0.8030050028387206,c
0.8883750492825465,female,private,0.8877870978801621,-1.6394044937734558,1.394152222237774,,0.44790533584365094,,online videos,-0.7918453971358965,-0.354650593378288,-1.4739513257665844,-1.1051173236573855,e
-0.2850944035706957,female,private,0.2993810149797365,1.682155741974394,0.9984512045233349,,1.3493953949030268,,textbook,1.6468272120319183,1.6294461155256734,1.4068427932009047,1.4584265221891832,b
0.8883750492825465,female,public,-0.8774311508211147,0.7595001209333248,0.23481766156564587,,0.44790533584365094,,mixed,0.45629412724133167,0.8692741234395772,1.3731211229119873,1.0514309013022027,c
-0.8718291299973169,male,public,1.4761931807805877,0.621101777777164,0.8040717572250142,,-0.453584723215725,,mixed,1.0035553033144242,0.5537310323849716,1.252686586165855,1.3104281145939174,b
-0.8718291299973169,male,public,1.4761931807805877,1.1285623693497524,-1.3826970248810952,,-0.453584723215725,,mixed,-0.2637863675916846,-0.2494695630267526,0.5156272212795243,0.3167245207399898,d
-0.8718291299973169,female,public,0.2993810149797365,-0.07088993800363803,-0.1261727405598073,,0.44790533584365094,,online videos,0.24987105205586713,0.9409884623156239,0.00498478547592223,0.343152807810573,c
-1.458563856423938,male,private,0.2993810149797365,-1.5932717127214024,-0.8689799141641045,,-0.453584723215725,,group study,-1.9919795551909236,-1.0526701584384768,-1.2282648708044739,-1.6865396392102157,f
-0.2850944035706957,other,private,-0.8774311508211147,-0.578350529576226,-0.5843528663344203,,-1.355074782275101,,textbook,-0.6478292981692932,-0.45026971187968373,0.06279336311406596,-0.6822647305280546,e
-0.2850944035706957,female,private,-0.2890250679206891,1.1285623693497524,1.5885316695360945,,-0.453584723215725,,mixed,1.670829895193019,0.9553313300908332,1.3297646896833795,1.278714170109218,b
0.8883750492825465,male,public,-0.8774311508211147,-0.9935455590447072,-1.528481610354836,,0.44790533584365094,,notes,-1.8431629195921002,-1.133946409164663,-2.514505723253169,-1.829252389391365,f
1.4751097757091676,other,private,0.2993810149797365,-0.9474127779926537,-0.5496422507454345,,-0.453584723215725,,coaching,-0.23978368443058407,-2.3148425226569,-1.2475343966838555,-0.9888328605468197,e
0.3016403228559254,male,private,1.4761931807805877,0.8517656830374313,1.1442357899970752,,0.44790533584365094,,coaching,1.0515606696366253,0.06607352802785332,1.6236249593439431,1.188857994069235,b
1.4751097757091676,female,private,0.8877870978801621,-0.9474127779926537,-0.7579059442793497,,1.3493953949030268,,group study,-1.574332868187774,-1.3347465580175941,-1.083743426709115,-1.4433993981608502,f
-1.458563856423938,other,private,-0.2890250679206891,0.39043787251689666,0.3667180008037926,,-0.453584723215725,,textbook,0.3170785649069489,0.5250452968345525,-0.15880618449881787,0.09472690934709091,d
-1.458563856423938,male,private,0.8877870978801621,-1.270342245357028,1.1928306518216556,,-0.453584723215725,,textbook,-0.05256275577399956,0.023044924702224984,-0.3081450100640222,-0.26998345222695697,d
1.4751097757091676,male,private,1.4761931807805877,-1.6855372748255093,1.5260525614759195,,1.3493953949030268,,online videos,-2.227205850169709,-1.3108417783922452,-1.6521944401508606,-1.549112546443183,f
1.4751097757091676,male,private,0.2993810149797365,-0.2554210622118517,-1.3410442861743126,,-1.355074782275101,,textbook,-1.5119258919689127,0.3720547072323192,0.13987146663159045,-0.6981217027704046,e
-1.458563856423938,other,private,-0.8774311508211147,0.621101777777164,0.5819238174555045,,-1.355074782275101,,textbook,1.2339810616609894,0.9648932419409729,1.3972080302612138,1.0038599845751526,c
0.3016403228559254,female,public,0.8877870978801621,-0.6244833106282796,-0.4524525270962746,,1.3493953949030268,,notes,0.08185226992816333,-0.8709938332858247,-0.7224398164707176,-0.8619770826080201,e
